VRT名称,VFG名称,CCC,旧件名称,故障描述,故障原因,故障模式
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站反映车辆360显示异常，摄像头无法聚焦,经检查确认车辆自动泊车摄像头总成失效，外后视镜总成(左/合成件)摄像头失效,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户进站反映车辆360右侧影像绿屏,经检查确认车辆右外后视镜总成摄像头失效绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自适应巡航问题,前视摄像头总成,客户进站反映车辆ACC故障灯亮；,经技师检查因前视摄像头总成内部电路故障导致故障灯亮；,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,车道辅助系统问题,车道偏离控制器总成,客户进站反映车辆车道偏离故障灯亮,经检查确认车辆车道偏离控制器总成内部电路故障，故障码B220949,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户进站反映车辆倒车时影像显示绿屏,经维修师傅检查是车辆倒车摄像头总成故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户进站反映车辆后排靠背折叠后无法复原（卡不住）；倒车时中控大屏模糊。,经维修技师检查发现座椅靠背总成（合成件）锁扣松动导致车辆后排靠背折叠后无法复原（卡不住）；倒车摄像头总成内部故障导致倒车时中控大屏模糊。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户进站反映车辆后摄像头模糊,经技师检测由于车辆后摄像头内部密封不严故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户进站反映车辆后摄像头影像模糊，起水雾,经维修师傅检查是车辆全景后摄像头故障,全景模糊
智能化,驾驶辅助,自适应巡航问题,前向毫米波雷达总成,客户进站反映车辆驾驶辅助不可用,经维修技师检查为前向毫米波雷达总成故障导致，更换后故障排除,ACC/AEB/LKA失效
智能化,驾驶辅助,自动紧急制动系统问题,前向毫米波雷达总成,客户进站反映车辆紧急制动不能用（故障码：B195707）,经维修技师检查为前向毫米波雷达总成故障导致，更换后故障排除,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,倒车雷达传感器总成,客户进站反映车辆雷达在车后面没有人也没有障碍物也会报警,经维修技师查看客户拍到的视频，检查车辆后发现雷达误报情况非常固定出现，系偶发故障，判断是雷达内部故障导致故障闪现，建议更换倒车雷达传感器总成。,其它问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户进站反映车辆两后视镜镜片有横条,检查发现外后视镜总成（右），外后视镜总成（左）故障导致车辆两后视镜镜片有横条,镜片问题
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户进站反映车辆没东西经常急刹,经检查确认车辆自动泊车传感器总成失效，前保险杠电线束总成失效,超声波雷达失效
智能化,驾驶辅助,自动紧急制动系统问题,前向短距摄像头,客户进站反映车辆没障碍会自动急刹,经检查确认车辆前向短距摄像头失效,AEB误触发
智能化,驾驶辅助,自动泊车系统问题,智能驾驶域控制器总成,客户进站反映车辆偶尔不上电、手机充电不显示,经维修技师检查车辆智能驾驶域控制器内部损坏导致不上电、转接器内部连接不良,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户进站反映车辆前摄像头绿屏,经维修技师检查车辆全景前摄像头内部连接不良导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户进站反映车辆前摄像头模糊,经检查确认车辆全景前摄像头总成失效模糊,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户进站反映车辆前摄像头显示绿屏,经维修师傅检查是前景前摄像头总成本身质量问题导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户进站反映车辆全景前摄像头进水,经维修技师检查为全景前摄像头总成故障导致，更换后故障排除,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户进站反映车辆全景前摄像头绿屏,经维修技师检查为全景前摄像头总成故障导致，更换后故障排除,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,车道辅助系统问题,车道偏离控制器总成,客户进站反映车辆提示撤单偏离故障,经检查确认车辆车道偏离控制器总成失效,ACC/AEB/LKA失效
智能化,驾驶辅助,车道辅助系统问题,前视摄像头总成,客户进站反映车辆显示车道辅助没用,经维修师傅检查是车辆车道偏移控制器故障,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户进站反映车辆显示屏有问题，时而白屏或卡顿。,经车间技师检查是由于全景前摄像头内部损坏导致显示屏出现故障,360故障
智能化,驾驶辅助,自动紧急制动系统问题,前向短距摄像头,客户进站反映车辆行驶途中偶尔会跳出紧急制动不能用,经检查确认车辆前向短距摄像头失效,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户进站反映车辆有时没有前影像,经维修人员检查发现自动泊车摄像头总成故障导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站反映车辆自动泊车摄像头模糊,经维修技师检查为自动泊车摄像头总成故障导致，更换后故障排除,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站反映车辆自动泊车摄像头影像倒置,经维修技师检查为自动泊车摄像头总成故障导致，更换后故障排除,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,客户进站反映车辆左边和右边的摄像头有水；,经技师检查因左边和右边的全景摄像头质量故障，自然损坏导致进水；,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左）（合成件）,客户进站反映车辆左边后视镜起了水雾，倒车影像有模糊,经维修师傅检查是车辆外后视镜总成左故障,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户进站反映车辆左边后视镜摄像头变蓝，行车记录仪效果也一样变蓝。,经我站技师检查判断为左外后视镜上摄像头故障，无单独配件故更换左外后视镜。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户进站反映车辆左边摄像头不显示,经过维修技师检查是外后视镜总成（左/合成件）故障,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户进站反映车辆左侧360影像绿屏,经检查确认车辆外后视镜总成（左/合成件）摄像头绿屏失效,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户进站反映倒车无影像,经检查为全景后摄像头总成故障导致,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户进站反映该车辆显示前摄像头模糊,经我服务站技工检查诊断为全景全摄像头内部进水导致,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户进站反映该车全景前，后摄像头。左，右后视镜摄像头模糊不清。组合前灯总成Ⅰ（左）（右）进水。,经过检查该车全景前摄像头总成，全景后摄像头总成，外后视镜总成（左/合成件），外后视镜总成（右/合成件），组合前灯总成Ⅰ（左），组合前灯总成Ⅰ（右）问题导致，需更换,全景模糊
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户进站反映故障灯亮,经检查发现故障灯确实常亮，ACC自适应巡航模块无通讯。更换自适应巡航控制器总成故障排除,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户进站反映后摄像头进水,经检查，由于全景后摄像头故障，导致摄像头进水,全景进水
智能化,驾驶辅助,人脸识别/车内拍照摄像头,驾驶员状态监测红外摄像头总成,客户进站反映疲劳驾驶提示没有反应。,经技师检查故障属实。属驾驶员状态监测红外摄像头总成内部故障所导致。,DMS失效
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户进站反映前方没有障碍物，但是雷达一直报警,经我店维修技师检查发现，该车辆自动泊车传感器总成故障,超声波雷达误报
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站反映前摄像头模糊,经维修技师检查，故障确实存在，建议更换自动泊车摄像头总成,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站反映前摄像头模糊,经维修技师检查车辆前自动泊车摄像头内部有水雾导致摄像头模糊，建议更换前自动泊车摄像头总成,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站反映摄像头模糊看不清,经检查是由于自动泊车摄像头总成故障导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,客户进站反映显示屏蓝屏,经检查为右外后视镜上摄像头故障造成的,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自动紧急制动系统问题,前视摄像头总成,客户进站反映仪表报紧急制动故障,经检查系前视摄像头内部故障导致,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户进站反映左后后视镜360影响偶尔花屏,经检查为左后后视镜总成故障导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户进站反映左后没有障碍物，雷达异响。,经本站技师检查，故障属实，检查后发现是由自动泊车传感器内部质量问题。,超声波雷达误报
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户进站反映左后视镜影响模糊,经检查为左后视镜摄像头故障造成的,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户进站反映左后视镜在行驶途中晃动厉害，要求检查处理,经维修技师检查，车辆无外力受损，判断为外后视镜总成（左）（合成件）故障，需要更换备件,抖动问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户进站反映左后视镜折叠卡顿。,经我站维修技师检查外后视镜总成（左）无法正常折叠，导致左后视镜折叠卡顿。,折叠问题
智能化,驾驶辅助,自动泊车系统问题,自动泊车摄像头总成,客户进站后摄像头有水雾，影响视线,已告知客户水气属正常原理，随着天气原因会好转，客户不认可,全景进水
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户进站检测自动泊车传感器报警，经师傅检测需更换自动泊车传感器总成,客户进站检测自动泊车传感器报警，经师傅检测需更换自动泊车传感器总成,超声波雷达误报
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站检查摄像头绿屏,经检查系后摄像头内部故障导致,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户进站检查右后视镜无反应显示绿屏,经技师检查是右外后视镜摄像头故障导致属于质量问题,摄像头问题
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户进站检查座椅异响和摄像头模糊,经检查系副驾驶员座椅内部故障、摄像头颞部故障导致,全景模糊
智能化,驾驶辅助,车道辅助系统问题,前视摄像头总成,客户来电反映车辆无法启动，仪表报车道保持辅助系统故障，经维修技师远程指导还是无法启动，需要上门救援。,经维修技师上门检查，车辆无法启动是油泵继电器烧了，车辆车道保持辅助系统故障是前视摄像头总成故障。,ACC/AEB/LKA失效
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户来店反应车辆停放一晚上第二天解锁左外后视镜不自动打开。,经维修技师排查，属外后视镜总成（左/合成件）内部结构故障导致。,折叠问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户来店反应车辆外后视镜总成左卡顿无法正常折叠,经维修技师排查，属外后视镜总成（左）自身质量问题,折叠问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户来店反应车辆外后视镜总成左卡顿无法正常折叠,经维修技师排查，属外后视镜总成左自身质量问题,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户来店反应后摄像头模糊,经技师检查发现全景前摄像头进水，需更换,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户来店反应前摄像头模糊,经技师检查发现全景前摄像头进水，需更换,全景进水
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）(合成件),客户来店反应右边摄像头内有水迹,经检查是摄像头密封不严导致右边摄像头内有水迹,摄像头问题
智能化,驾驶辅助,自动泊车系统问题,自动泊车摄像头总成,客户来店反应自动泊车摄像头不清晰,经维修技师检查确认为自动泊车摄像头密封不严进水导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左）（合成件）,客户来店反应左侧摄像头和右侧摄像头模糊,经技师检测发现外后视镜总成（右）上的摄像头和外后视镜总成（左）上的摄像头进水，需更换,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户来店反应左后视镜摄像头拍的画面和右后视镜摄像头拍的画面不一致,经技师检查发现左后视镜摄像头拍的画面较高，需升级,标定问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户来店反应左摄像头不清晰,经维修技师检查确认为左摄像头失效导致,全景模糊
智能化,驾驶辅助,人脸识别/车内拍照摄像头,前视摄像头总成,客户来店反映，车辆紧急制动,检查为，前视摄像头总成故障导致车辆紧急制动,AEB误触发
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来店反映，后摄影绿屏,检查为，全景后摄像头总成故障导致后摄影绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,人脸识别/车内拍照摄像头问题,前视摄像头总成,客户来店反映，亮ABS故障灯，ACC故障灯,检查为，前视摄像头总成故障导致亮ABS故障灯，ACC故障灯,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,人脸识别/车内拍照摄像头,前视摄像头总成,客户来店反映，亮故障灯,检查为，前视摄像头总成故障导致亮故障灯,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,自适应巡航问题,无零件,客户来店反映，亮自适应巡航故障灯，自适应巡航不可用,维修技师检查为，自适应巡航故障导致亮自适应巡航故障灯，自适应巡航不可用,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来店反映，没有倒车影像,检查为，全景后摄像头总成故障导致没有倒车影像,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户来店反映，摄像头花屏,检查为，左右自动泊车摄像头总成故障导致摄像头花屏,全景模糊
智能化,驾驶辅助,人脸识别/车内拍照摄像头,前视摄像头总成,客户来店反映，右后视镜无360影像，亮故障灯,检查为，外后视镜总成（右合成件）故障导致右后视镜无360影像，前视摄像头总成故障导致亮故障灯,360故障
智能化,驾驶辅助,自适应巡航问题,无零件,客户来店反映，自适应巡航失效,检查为，自适应巡航故障导致自适应巡航失效,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左 带摄像头和转接线）,客户来店反映，左后视镜绿屏，散热风扇异响，后贯穿灯进水,检查为，外后视镜总成（左）故障导致左后视镜绿屏，冷却风扇总成故障导致散热风扇异响，组合后灯总成Ⅱ故障导致后贯穿灯进水,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户来店反映，左后视镜折叠异响,检查为，外后视镜总成（左）故障导致左后视镜折叠异响,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户来店反映：车辆全景影像左部绿屏，要求处理。,经维修技师检查，故障原因是左后视镜总成内部故障导致。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自适应巡航问题,前视摄像头总成,客户来店反映车辆定速巡航时车辆左右摆动，仪表前碰撞故障灯常亮。,经维修技师及上报厂家技术支持确认为前视摄像头内部故障。,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景摄像头总成,客户来店反映车辆前视影像绿屏。,经维修技师检查确认为前视全景摄像头内部故障。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来店反映倒车影像绿屏。,维修技师检查将后摄像头重新拔插安装后故障依旧，判断是后摄像内部故障。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户来店反映倒车影像中间有一块模糊,经我站技师检查自动泊车摄像头总成导致故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来店反映后摄像头图像有时会变绿，要求更换处理,技师检查是后摄像头产品质量问题导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来店反映后摄像头有时花屏,技师检查是后摄像头产品质量问题导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户来于2025年6月17号下午来我店反映自动泊车摄像头模糊,确定故障存在，经我店师傅仔细检查前景自动泊车影像模糊不清楚，摄像头外部仔细清理过，影像还是模糊，确定为摄像头内部故障，需更换自动泊车前摄像头总成,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）,客户来站反应车辆左前反光镜及右前反光镜折叠时镜面异响。车辆左右后排座椅安全带卡扣有时卡不住跳齿。,经维修人员检查发现车辆左前反光镜及右前反光镜问题，导致车辆左前反光镜及右前反光镜折叠时镜面异响。车辆左右后排安全带卡扣问题，导致车辆左右后排座椅安全带卡扣有时卡不住跳齿。,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来站反映车辆倒车影像内部有雾气不清晰。,经维修人员检查发现车辆全景后摄像头总成内部进水，导致车辆倒车影像内部有雾气不清晰。,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来站反映车辆后倒车影像视频有时蓝屏。,经维修人员检查发现车辆全景后摄像头总成问题，导致车辆后倒车影像视频有时蓝屏。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,并线辅助系统问题,侧向毫米波雷达总成,客户来站反映该车并线辅助系统报警；,经技术人员检查发现为故障代码B254478雷达标定失败故障；但给以标定故障依旧，逐步排查发现为侧向毫米波雷达总成工作异常导致‘’,并线辅助功能失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户来站反映该车倒车影像不显示；,经技术人员检查发现为全景后摄像头总成工作异常导致；,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户来站反映该车倒车影像有雾气模糊不清；,经技术人员检查发现为倒车摄像头总成工作异常导致；,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户来站反映该车右后视镜影像不显示；,经技术人员检查发现为右外后视镜总成内摄像头工作异常导致；,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户描述：倒车时偶发性后摄像影像闪烁,经技师检查排查，判定为：全景后摄像头故障,360故障
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户描述：右前倒车镜行驶70KM-100KM异响,经技师检查路试判断为：右前倒车镜故障,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户描述车辆前摄像头绿屏，无法使用,经我店维修技师检查前摄像头内部故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户描述车辆前摄像头绿屏看不见,车间检查全景前摄像头总成出现故障导致,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户描述车辆左边后视镜无法完全折叠，折叠时有异响,经我店维修技师检查左外后视镜内部故障导致折叠异响无法折叠,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景摄像头总成,客户新车进店反映前摄像头模糊,维修技师按流程检查车辆前摄像头无碰撞，判定为前摄像头内部故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户于10月28日进店反馈全景后摄像头总成360画面蓝屏不显示，影响使用,检查无外伤，试车发现情况属实，检查为全景后摄像头总成故障导致蓝屏不显示,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户于10月2日进店反馈外后视镜总成（左/合成件）360画面蓝屏不显示，影响正常使用,检查无外伤，试车发现情况属实，检查为外后视镜总成（左/合成件）摄像头故障导致蓝屏不显示。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户于11月29日进店反馈360前部画面蓝屏，看不清，影响正常使用，反馈组合前灯总成Ⅰ（左）组合前灯总成Ⅰ（右）密封不良，里面水珠干了，里面都是水痕，,检查无外伤，试车发现情况属实，检查为全景前摄像头总成故障导致360画面蓝屏看不清，检查组合前灯总成Ⅰ（左）组合前灯总成Ⅰ（右）按照ATS文件操作，开灯30分钟故障依旧，确认为本身质量问题导致密封不良,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户于11月5日进店反馈倒车摄像头总成黑屏不显示画面，影响正常使用,检查无外伤，试车发现情况属实，检查为倒车摄像头总成故障导致360画面不显示。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户于2025-6-9日上午反映右前雷达无障碍物报警。,经技师检查确定为右前自动泊车传感器总成故障。,超声波雷达误报
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户于2025-8-20第一次反应倒车屏幕蓝屏,经师傅检查是外后视镜总成（左）问题导致，属于质量问题,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,前视摄像头总成,客户于2025年10月13日下午，进站反映，此车的在行驶中会偶尔仪表出现车道辅助灯闪烁，过会又自动回复 。,读取故障码为B220649ECU内部硬件故障，属于前视摄像头问题,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户于2025年10月9号上午来店反映车辆右后视镜摄像模糊不清,经检查为外后视镜总成（右/合成件）工作不良导致,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户于2025年11月3日上午，进站反映，此车刚买几天，就发现左外后视镜折叠的时候有异响,进站检查，此车的左外后视镜确实在折叠的时候有异响声，属于内部问题,异响问题
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户于2025年1月23号下午来店反映车辆故障灯亮,经检查为自动泊车传感器总成工作不良导致,超声波雷达失效
智能化,驾驶辅助,人脸识别/车内拍照摄像头,驾驶员状态监测红外摄像头总成,客户于2025年1月23日进店保养时反馈车辆车内摄像头人脸识别功能失效，人坐进车内座椅、后视镜等不会按设定好的调整；反馈车辆后备箱关好了却总提示没关上。,客户于2025年1月23日进店保养时反馈车辆车内摄像头人脸识别功能失效，人坐进车内座椅、后视镜等不会按设定好的调整，经检查是驾驶员状态监测红外摄像头总成问题，需要更换；反馈车辆后备箱关好了却总提示没关上，经检查是背门锁总成问题，需要更换。,IMS失效
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户于2025年1月4号上午进店反映前自动泊车摄像头松动,经检查为自动泊车摄像头开裂导致松动,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户于2025年5月16日进店反应右边摄像头模糊,经维修技师检查为自动泊车摄像头问题导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户于2025年5月1日上午，进站反映：此车在打右转向或者打开360影响的时候，屏幕影响显示绿屏,2025年5月1日上午，进站检查：此车确实在打右转向或者打开360影响的时候，屏幕影响显示绿屏，为其刷写程序后，13日下午故障重现，而且多次出现，客户又再次联系我站工作人员。为解决一次性修复率，一次性更换右外后视镜和右前门线束,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户于2025年6月21号到店检查右摄像头故障，显示呈现绿屏,经维修技师检查确定为摄像头故障导致，因摄像头无法单独采购申请更换外后视镜总成（右）,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户于2025年8月16日进店反应摄像头模糊,经维修技师检查为自动泊车摄像头总成问题导致,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户于2025年9月15日进站反应该车左外后视镜掉色。,经维修技师检查发现为左外后视镜总成损坏导致。,外观问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户于2025年9月1日上午反映前摄像绿屏,经检查为全景前摄像头故障导致前摄像绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户于2月25日进店反馈360画面模糊，前面看不清，影响使用,检测无外伤，试车发现情况属实，检测为自动泊车摄像头总成故障导致模糊看不清,全景模糊
智能化,驾驶辅助,自适应巡航问题,前向毫米波雷达总成,客户于5月20日进店反馈车辆仪表显示自适应巡航无法正常使用，影响正常使用,检测无外伤，试车发现情况属实。检测为前向毫米波雷达总成故障导致无法正常使用，匹配后故障依旧,ACC/AEB/LKA失效
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户于7月13日进店检查车辆的右后视镜360影像变绿,经维修技师检查是因为车辆的外后视镜总成（右/合成件）内部故障导致的,摄像头问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户于8月16日进店反馈外后视镜总成（右/合成件）画面蓝屏，不显示画面。,检查无外伤，试车发行前情况属实，检查为外后视镜总成（右/合成件）摄像头故障导致画面蓝屏。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户于8月29日进店反馈自动泊车摄像头总成画面模糊看不清，影响正常使用,检查无外伤，试车发现秦更快属实，检查为自动泊车摄像头总成故障导致模糊，整个摄像头脱落导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户于8月31日进店反馈车辆的右边360影像用不起,经维修技师检查是因为车辆的外后视镜总成（右/合成件）内部故障导致的,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户于9月20日进店反馈360画面，后部位置模糊，看不清，影响使用,检查无外伤，试车发现情况属实，检查为自动泊车摄像头总成故障导致画面模糊。,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户月9月7日进店检查车辆的左后视镜来车预警没有,经维修技师检查是因为车辆的外后视镜总成内部故障导致的,仅描述后视镜故障
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户再次到店检查，车速跑上90码左右时，感觉右边车窗和后视镜附近就会有很大的噪音.要求解决。,经检查：和客户一起试车，车速在90公里每小时以上时，右侧外后视镜风噪异常，把右外后视镜折叠回来后，风噪声明显改善。,风噪问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户在2025.1.26反馈360影像偶发性不显示。,经检查：全景前摄像头和前端摄像头线束内部接触不良导致360影像偶发性不显示。,其它问题
智能化,驾驶辅助,车道辅助系统问题,智能驾驶域控制器总成,客户在2025.5.18上午进站反馈行驶中车道保持故障，紧急制动不可用。,经检查：由于该故障为偶发现象，我站抓取日志上报技术支持，通过技术支持分析后判定为智能驾驶域控制器和前视短距摄像头接插件故障导致。,其它问题
